06 25 23 58 1069
09 16 00 24 -1
04 06 00 56 -2
11 04 00 48 -2
04 24 00 19 -1
06 02 23 59 1697
08 06 00 00 947
11 01 00 41 -1
03 14 00 43 -1
09 06 00 47 -2
08 02 00 17 -1
06 01 00 12 -1
05 18 23 58 1697
07 09 00 47 -2
10 04 00 46 -1
04 19 00 23 -1
08 23 00 59 -2
03 24 00 30 -2
08 18 00 15 -1
07 17 23 57 2339
10 08 00 10 -1
05 29 23 59 1097
09 05 23 59 3229
09 02 00 52 -2
10 18 00 02 -1
04 01 00 55 -2
07 14 00 27 -1
04 17 00 29 -1
05 24 00 00 -1
10 07 00 53 -2
07 20 00 15 -1
03 14 00 00 1901
06 26 00 17 -1
05 03 00 59 -2
05 11 00 40 -1
03 22 00 15 -1
03 12 00 02 947
04 01 00 01 641
10 06 00 25 -1
04 19 23 52 1889
04 13 00 45 -1
09 18 00 20 -1
03 19 00 45 -2
03 20 00 51 -2
06 05 00 10 -1
10 01 23 59 3433
08 22 00 04 2039
06 19 00 14 -1
07 03 00 31 -1
08 13 00 12 -1
11 21 00 18 -2
08 14 00 55 -2
10 14 00 58 -2
10 12 00 04 1663
10 13 00 02 2003
09 17 00 57 -2
10 03 00 49 -1
10 06 23 59 2039
08 14 00 51 -1
10 11 00 02 -1
03 14 00 09 -1
08 08 00 01 1069
05 01 00 48 -2
07 12 00 38 -2
09 25 23 58 1783
09 29 00 50 -2
04 22 00 31 -2
04 23 00 29 -1
03 24 00 26 -1
10 28 00 52 -1
10 17 00 35 -1
11 05 00 41 -2
06 10 23 54 1237
05 05 00 17 -1
09 14 00 25 -1
05 22 00 25 -1
10 24 00 47 -1
05 15 00 28 -1
07 25 00 26 -2
04 03 00 07 -1
06 15 00 38 -2
07 09 23 56 947
08 27 00 38 -2
03 04 00 10 -2
08 29 00 41 -1
05 03 00 52 -2
06 10 00 22 -2
05 17 00 07 -1
03 10 00 44 -2
11 09 00 32 -2
06 20 00 00 1697
07 18 00 36 -2
05 04 00 20 -2
08 31 00 01 1901
07 24 00 27 -1
10 16 00 37 -2
11 03 00 01 1783
03 16 00 09 -1
11 18 23 52 1237
10 18 00 39 -2
09 11 00 30 -2
10 09 00 35 -1
03 16 00 52 -1
03 29 00 52 -2
05 23 23 51 277
03 17 00 46 -1
03 15 00 54 -2
04 26 00 57 -2
06 15 00 32 -1
03 16 00 58 -2
04 29 00 56 -1
09 28 23 51 277
06 28 00 03 1889
04 17 00 59 -2
04 10 00 35 -1
08 29 00 53 -2
04 05 00 00 3229
10 09 00 19 -2
03 09 00 26 -2
10 20 00 47 -1
10 09 00 50 -2
08 30 00 45 -2
05 12 23 51 1237
08 23 00 39 -2
10 02 23 57 1901
04 25 00 32 -2
08 15 00 16 -1
10 30 00 52 -2
07 08 00 29 -1
07 14 23 57 863
03 30 00 50 -2
06 27 00 58 -2
04 11 00 25 -2
10 26 00 45 -2
05 20 00 02 2039
04 11 00 03 2161
07 10 00 59 -2
04 30 00 54 -1
06 28 00 29 -2
05 05 00 02 863
07 26 00 45 -1
06 10 00 42 -1
05 26 00 06 -1
04 01 00 06 -1
08 13 23 49 947
08 31 00 59 -2
10 24 00 49 -2
08 18 00 51 -2
10 05 00 01 1697
10 17 23 47 3559
07 13 23 46 2161
07 23 00 39 -1
04 16 00 55 -2
06 05 00 56 -2
04 11 00 23 -1
08 31 23 57 3461
09 25 00 35 -1
11 16 00 00 -1
09 27 00 04 -1
04 11 00 38 -1
04 15 00 28 -1
09 15 00 20 -1
06 05 23 56 3229
06 08 00 58 -2
06 14 00 02 947
10 21 00 03 2003
07 03 00 50 -2
05 18 00 48 -2
05 30 00 46 -1
07 11 00 07 -1
07 25 00 29 -1
04 26 00 49 -1
03 08 00 50 -2
06 24 00 40 -1
08 20 00 53 -2
10 30 23 56 1097
10 31 00 51 -1
05 23 00 56 -2
04 24 00 02 1901
06 14 00 56 -2
08 16 00 58 -2
06 22 00 04 2339
05 30 00 48 -2
04 05 23 59 3559
07 31 00 51 -2
06 27 00 40 -1
04 06 00 23 -2
10 04 00 55 -2
09 07 00 37 -2
09 19 00 58 -2
04 28 23 57 2161
05 23 00 04 863
07 19 00 53 -2
03 11 00 54 -1
07 24 00 51 -2
05 23 00 31 -2
11 08 00 36 -2
10 17 00 39 -2
08 21 00 34 -2
07 16 00 30 -1
04 24 00 43 -1
04 07 00 03 -1
11 07 23 49 3433
04 15 00 42 -1
03 31 00 52 -2
05 09 00 51 -2
08 17 23 57 1783
07 08 00 02 1097
07 14 00 28 -2
08 25 00 50 -2
06 21 00 39 -2
08 22 00 57 -2
07 17 00 12 -1
06 30 23 56 1901
10 13 00 18 -1
07 23 00 08 -1
06 24 00 00 1889
06 16 00 21 -1
07 11 00 24 -2
09 23 00 34 -1
08 08 00 31 -2
08 02 00 40 -1
06 25 00 42 -2
04 09 23 56 863
10 11 00 17 -2
04 22 00 21 -1
09 15 00 35 -2
09 04 00 34 -2
05 29 00 04 2003
09 21 00 26 -2
09 14 00 26 -2
09 22 00 01 1237
10 24 00 59 -2
11 23 00 40 -2
10 09 00 59 -2
11 01 00 02 2339
03 12 23 58 1697
10 16 00 28 -1
07 28 00 25 -1
09 22 00 24 -1
05 26 00 00 1783
05 21 00 34 -1
11 06 00 42 -2
04 24 00 39 -2
07 26 23 58 2003
07 12 00 00 1069
06 23 00 55 -2
07 29 23 59 1237
04 03 00 57 -2
05 27 23 56 3461
11 22 00 56 -2
11 21 00 05 -1
10 02 00 56 -2
10 01 00 24 -1
09 23 00 46 -1
09 04 00 49 -1
03 14 00 10 -2
04 09 00 22 -1
09 12 00 28 -1
04 05 00 55 -2
10 17 00 19 -2
07 04 00 14 -1
11 11 00 03 3229
11 07 00 01 -1
08 17 00 49 -2
05 08 00 20 -1
05 24 00 44 -2
11 13 00 52 -2
10 07 00 49 -1
06 13 00 43 -1
08 14 00 27 -2
05 09 23 46 1889
04 18 00 10 -1
11 23 00 04 -1
07 02 00 45 -2
06 19 00 39 -2
09 12 00 21 -2
10 10 00 57 -2
10 10 23 54 2039
05 12 00 53 -2
03 10 00 26 -1
11 12 23 48 2339
09 28 00 47 -1
08 11 00 03 739
07 27 00 50 -2
11 02 00 59 -2
09 15 00 50 -1
04 12 00 54 -2
11 21 00 49 -2
10 27 00 47 -2
05 29 00 31 -1
05 10 00 00 -1
08 25 00 39 -1
08 06 00 44 -2
11 04 00 33 -1
06 02 00 51 -1
09 03 00 04 -1
04 29 00 13 -1
05 09 00 48 -1
06 06 00 37 -2
11 11 00 47 -2
06 06 00 45 -1
08 05 00 00 641
05 17 00 42 -2
10 07 00 46 -2
04 15 23 59 613
08 06 00 55 -2
11 14 00 56 -2
07 24 00 43 -1
11 10 00 53 -2
07 21 00 39 -2
11 17 23 57 1901
08 27 23 58 641
07 04 00 29 -2
06 12 00 35 -1
07 06 00 55 -2
04 28 00 57 -2
08 28 23 57 1889
05 11 00 00 277
07 19 00 49 -1
04 24 23 58 1889
04 25 00 39 -1
07 31 00 38 -2
10 07 00 43 -1
09 12 23 57 3433
11 12 00 45 -1
09 24 23 58 2339
09 19 00 56 -1
10 23 00 01 1069
09 30 00 37 -2
08 31 00 52 -1
03 17 00 00 739
05 05 00 40 -1
03 26 00 11 -1
03 21 00 00 2339
09 02 00 31 -2
06 17 00 38 -1
05 18 00 56 -1
11 01 00 46 -2
05 07 00 28 -1
08 09 00 06 -2
03 17 00 17 -1
08 17 00 39 -2
07 10 23 57 3433
10 08 00 41 -2
04 24 00 55 -1
09 18 00 29 -2
09 11 23 58 739
07 29 00 04 1237
07 26 00 00 2039
05 03 00 47 -1
04 02 00 25 -1
04 26 00 29 -2
06 10 00 21 -1
03 08 00 00 2003
09 08 23 59 1697
03 17 00 28 -2
08 21 00 00 1069
03 04 00 56 -1
07 24 23 56 863
04 30 00 28 -2
11 21 23 56 1097
05 17 00 45 -1
07 20 00 44 -2
04 06 00 50 -1
05 02 00 40 -1
10 16 23 59 1697
07 10 00 45 -1
04 16 00 16 -1
11 21 00 26 -1
06 17 00 40 -2
11 02 00 02 641
08 28 00 50 -2
10 07 23 57 1783
09 03 00 32 -1
03 25 00 00 2089
08 15 00 17 -2
09 21 00 23 -1
10 30 00 03 -1
08 24 00 16 -1
06 06 00 49 -2
03 12 00 12 -2
04 25 00 06 -1
04 18 23 56 3433
08 04 00 03 3229
08 22 00 44 -1
04 21 23 59 277
07 24 00 45 -2
09 08 00 04 2039
10 02 00 35 -2
05 16 00 54 -2
11 09 00 03 3229
11 18 00 54 -1
05 19 00 52 -2
08 20 00 00 641
05 21 00 01 1901
06 03 00 43 -2
08 01 00 02 1069
11 06 00 23 -2
04 25 00 52 -2
03 21 00 56 -1
08 13 00 37 -2
06 20 00 08 -1
04 27 00 57 -2
04 29 00 58 -2
08 03 00 04 3559
11 14 00 14 -1
10 05 00 51 -2
07 28 00 10 -1
11 15 00 46 -2
05 18 00 01 641
06 30 00 57 -2
04 09 00 57 -2
07 18 00 26 -1
11 18 00 58 -2
07 19 23 57 2339
05 26 00 12 -2
09 22 00 46 -2
05 13 23 58 3461
03 06 00 56 -1
07 15 00 39 -2
07 07 00 03 -1
05 13 00 06 -2
09 23 00 58 -2
06 24 00 54 -2
06 25 00 11 -1
08 03 00 23 -1
10 28 00 47 -2
08 07 00 45 -2
09 26 00 40 -2
09 23 23 51 2039
09 29 00 01 -1
06 06 00 32 -1
09 27 00 50 -2
07 09 00 24 -1
11 17 00 56 -2
03 09 00 02 739
07 12 23 59 1697
05 18 00 13 -1
08 24 00 00 863
08 26 00 33 -1
04 08 00 18 -1
07 13 00 08 -1
03 21 00 15 -1
08 24 00 38 -2
03 03 23 48 863
08 06 00 53 -1
04 30 23 51 3559
05 18 00 29 -1
04 15 00 00 863
09 17 00 33 -2
07 20 00 51 -1
11 06 00 08 -1
06 07 00 43 -2
09 30 00 00 277
05 18 00 59 -2
04 26 00 24 -1
04 27 00 34 -1
05 07 00 02 2039
08 02 00 59 -2
04 02 00 39 -2
11 13 23 59 613
05 31 00 41 -1
09 19 23 53 2161
08 10 00 58 -2
10 21 00 18 -2
08 12 00 23 -1
05 05 00 32 -2
08 29 23 58 3433
07 26 00 56 -2
11 10 00 38 -1
10 24 00 54 -2
09 07 00 14 -1
03 06 00 58 -2
10 29 00 20 -1
04 12 00 36 -1
09 17 00 25 -1
03 07 00 13 -1
11 14 00 30 -2
08 09 00 51 -2
07 14 00 44 -2
04 10 00 54 -2
11 11 00 18 -1
03 05 00 35 -1
07 01 00 19 -1
03 14 00 27 -2
10 03 23 57 1237
06 03 00 31 -1
05 16 23 59 3433
10 25 00 59 -2
04 30 00 03 2039
08 20 00 20 -1
08 09 00 02 -1
11 05 00 25 -1
11 06 00 41 -1
06 23 00 29 -1
04 19 00 31 -2
07 14 00 43 -1
08 22 23 50 863
11 15 00 53 -1
10 29 00 36 -2
08 11 23 58 2039
08 27 00 00 613
10 29 00 59 -2
05 31 00 00 2039
09 06 00 39 -1
07 04 23 58 863
10 20 00 01 -1
04 17 00 57 -1
06 21 00 17 -1
08 26 00 01 1901
07 17 00 59 -2
07 12 00 55 -2
04 24 00 58 -2
08 08 00 57 -1
05 22 00 51 -2
10 09 00 57 -1
06 14 23 56 3433
10 24 00 16 -1
07 25 00 55 -2
04 15 00 55 -2
03 09 00 09 -1
06 07 23 59 739
10 20 00 59 -2
04 17 00 04 3229
04 07 00 15 -1
10 24 00 57 -1
09 12 00 37 -2
07 17 00 02 1783
10 19 00 00 2039
07 09 00 57 -1
03 07 00 53 -2
10 14 00 00 1697
09 03 00 46 -2
03 27 23 59 2003
10 22 00 24 -1
03 21 00 48 -2
06 12 00 51 -2
10 19 23 50 1889
03 26 00 04 2161
11 09 00 12 -1
09 09 23 58 1663
07 31 00 42 -1
05 02 00 54 -2
10 02 00 55 -1
04 05 00 23 -1
05 08 00 04 1097
08 24 00 57 -2
11 08 00 01 -1
06 03 00 54 -1
08 19 00 05 -2
09 16 00 45 -2
03 20 00 43 -1
07 27 00 26 -1
06 01 00 58 -2
03 17 23 51 3433
07 19 00 34 -2
06 01 00 57 -1
05 24 23 59 2089
10 23 00 58 -2
10 23 00 54 -2
07 19 00 22 -1
05 27 00 22 -1
10 29 23 53 641
07 10 00 50 -2
09 07 00 04 277
10 15 00 12 -2
03 28 23 54 641
07 01 00 59 -2
05 11 00 48 -2
11 15 23 47 3559
04 10 00 25 -2
11 16 23 56 1097
03 04 00 02 -1
08 13 00 45 -2
09 02 23 47 3229
